SORT,N,MAXIMUM,TIME(seconds)
python_sort,1000,10000,0.0
quick_sort,1000,10000,0.0019915103912353516
python_sort,10000,10000,0.0010004043579101562
quick_sort,10000,10000,0.023877382278442383
python_sort,100000,100000,0.015004158020019531
quick_sort,100000,100000,0.29981446266174316
python_sort,1000000,1000000,0.34705185890197754
quick_sort,1000000,1000000,3.7066714763641357
python_sort,1000000,10000000,0.28321146965026855
quick_sort,1000000,10000000,4.171099901199341
